id	person_id	subject	ordering	Q1	Q2	Q3	Q4	Q5	Q6	Q7	diary
418	101	hudební výchova	2	2	2	2	2	-1	3	2	Chodím do hodin několika učitelů hudební výchovy. Na náslechu u mladé učitelky, která učí prvním rokem jsem zažila jednu hroznou hodinu hudebky. Učí v sedmé třídě, kterou ale celý předchozí ročník učila jiná paní učitelka, tato třída tedy hrozně protestuje proti tomu, aby je učila. Na začátku hodiny dala půlce třídy dopsat test, ale druhou půlku třídy nijak nezabavila a díky tomu se rozjela „zábava“, kterou učitelka nebyla schopna zbrzdit. Půlku třídy tedy nechala prvních 10 minut jenom sedět a čekat. Nekázeň v této hodině tak vygradovala, že po hodině se paní učitelka v kabinetu rozbrečela. V této hodině byl přítomný i asistent a vyrušující si bral ven na chodbu, aby je zklidnil, ale oni i celá třída z toho měli jenom srandu. V kabinetu s ní pak zůstala moje provázející učitelka, která celou hodinu rozebrala. Poté se řešili i kázeňské postihy některých žáků a konzultace s výchovným poradcem a třídní učitelkou. Hodina byla skvěle připravena, ale špatná organizace ze začátku hodiny a v důsledku toho pak i chování žáků tuto hodinu absolutně zničilo. Díky tomu, jsem si u mé provázející učitelky, která je i výchovný poradce, našla to, co mi může předat a co jsem předtím neviděla. Nejsou to zkušenosti, jak učit hudebku, které jsem u ní hledala. To, co mi tato učitelka může předat jsou zkušenosti, jak s dětmi pracovat a jak na ně reagovat. Následující týden jsem já sama jednu hodinu hudebky učila a moje provázející učitelka mi dala zpětnou vazbu právě na to, jak jsem s dětmi pracovala. Týden před touto hodinou mě ale vystresovala s tím, co všechno je musím naučit, že jsem hodinu připravila nepřiměřenou k jejich věku, což bylo obrovské mínus této hodiny, příliš teorie. Následné aktivity ale už žáky bavili. Hodiny občanské výchovy jsou skvěle řízené. Podle slov učitelky nejsou dostatečně připravované, což se mi nezdá, spíše jen nechává žákům dostatečný prostor, aby o tématu přemýšleli a hovořili. Učitelka žáky často nechává, ať pracují sami. Někdy jsem až byla překvapená, jak na to žáci reagují. V hodině deváťáků dostali pracovní list, kam měli doplňovat slova, které byli rozházené různě po třídě. Sama jsem si myslela, že z toho budou otrávení. Práce ale nebyla úplně jednoduchá, a tak žáci mezi sebou začali debatovat o tom, které slovo kam patří a rozčilovalo je, že na to nemůžou přijít. Jedna skupinka kluků se dokonce z dohadování dostala až k vášnivé diskuze o daném tématu. Nebyl to záměr učitelky, ale když začali tak debatovat, tak je přišla poslouchat a tuto jejich diskuzi nenápadným způsobem řídila. Bylo dobré, že je nepřerušila a nesměrovala je jenom k tomu, aby dělali to, co dostali zadané, ale rozvíjela jejich kritické myšlení. Když pak do skupin zadala referáty nechala je, ať začnou pracovat v hodině a skupiny obcházela a poslouchala, jak si práci rozvrhují a zodpovídala jim dotazy k zadané práci. Podobně to vypadá i v hodinách sedmáků. kde podle tematického plánu zrovna mají téma: Vnitřní svět člověka. Učitelka je nechá ať poznávají sami sebe skrze aktivity, které ona řídí. V těchto hodinách mají mnoho prostoru k přemýšlení o tom, jak sami na sebe nahlíží, v čem si myslí, že jsou dobří a v čem naopak ne apod. Tyto hodiny jsou pro mě velice inspirativní.
419	101	hudební výchova	3	2	2	2	2	-1	3	2	U provázející učitelky hudební výchovy jsem si našla to, co si od ní na praxích můžu odnést. Není to způsob, jak učit hudebku, protože se mi nelíbí její styl učení. Nechci jako ona 40 minut na ně mluvit a v posledních pěti minutách zpívat. Má skvělé zkušenosti s dětmi, a velmi dobře jim rozumí. Na své hodiny se ale nepřipravuje, a tak její hodiny také vypadají. Během hodin, které já sama učím jsem si představovala, že mě přenechá celou hodinu, jelikož můj návrh učení v tandemu odmítla (neměla čas na přípravu takové hodiny). Během mé první hodině si ale neodpustila několik vstupů do mé výuky. Zprvu jenom okřikla žáky, aby byly potichu, protože mě nejspíš nevnímala, a tak si nevšimla, že jsem se jich na něco ptala. V tu chvíli jsem nevěděla, co mám dělat, překvapilo mě to, byla to moje hodina a nečekala jsem, že mi do toho bude skákat. Poté, když se mě jedna žačka na něco zeptala, tak jí začala ona sama odpovídat a vůbec mi nenechala prostor. Když jsem učila v této třídě podruhé tak už díky tomu žáci neměli pocit, že já bych byla v hodině jakkoli důležitá. Bylo jedno, co pro ně mám připravené, když jsem cokoli řekla, tak se otočili na svoji paní učitelku, jestli to opravdu mají dělat. V druhé části hodiny si už sedla dozadu a neskákala mi do hodiny. Poté jsem zadávala práci ve skupinkách a skupinky jsem postupně obcházela a kontrolovala je. Učitelka mě nechala ať je to už úplně v mých rukou a hodina se mi konečně začala líbit. Po hodině mi ale zkritizovala, jaký jsem měla ruch ve třídě. V danou chvíli jsem na to nijak nereagovala. Ale později mě to přivedlo k zamyšlení, opravdu chci, aby bylo ve třídě ticho, když žáky podnítím k diskuzi? Na druhou stranu mi tato provázející učitelka umí dávat skvělou zpětnou vazbu a kritikou nešetří, za což jsem ráda, je to něco, co si můžu z této praxe opravdu odnést. Upozornila mě například na mou rychlou mluvu, s čímž mám problém už od doby, kdy jsem chodila na gymnázium. Prý je to na žáky až příliš rychlé a nezvládnou pojmou to zadání, když mluvím rychle. Na občance mám odučené také dvě hodiny. Provázející učitelka mi tam přenechala úplně celou hodinu, tak jak jsem si to představovala. Byl to úplný opak než v hodinách hudebky, žáci mě poslouchali, když jsem jim zadávala skupinovou a pak i samostatnou práci. Během samostatné práce jsem měla v třídě absolutní klid, protože si žáci vypracovávali do sešitu, co dostali zadáno. V těchto hodinách se mi učilo velmi dobře a těším se na další hodinu. Nyní mám skoro půl měsíce se připravit na další hodiny které budu učit, ale vlastně ani pořádně nevím, jak se připravit. Na občance mám ponětí, jak s žáky pracovat, ačkoli si nejsem jista, jak s nimi probrat téma, které si mám do další hodiny připravit. Vím ale, které metody chci používat. Hudebku nemám ponětí, jak si připravit, abych přebila první dojem žáků, že já jsem někdo nedůležitý, koho nemusí poslouchat. Díky těmto vstupům do mé výuky, mi učitelka hodně snižuje sebevědomí, a tak nejspíš i můj projev vypadá. Když jsem s ní poté v kabinetu zavedla na toto téma řeč, řekla mi, že se mnou souhlasí. Je to nejspíš tím, že ona využívá pouze frontální výuku a když já se snažím s nimi dělat něco jiného, je to pro ně něco nezvyklého a neví, jak na to reagovat. Na duhou stranu, mě tohle ale může potkat, až někam nastoupím, a tak je to pro mě dobrá zkušenost. Aspoň v tomto mohu s provázející učitelkou souhlasit.
420	101	občanská výchova a výchova ke zdraví	4	2	2	2	2	-1	3	2	Absolvovala jsem již několik náslechů v hodinách občanské výchovy a všechny hodiny mají stejnou strukturu. Ve všech se začíná aktualitami, které zaberou 20 někdy až 25 minut. Na jednu stranu se mi zdá dobré, že s žáky probírá aktuální dění, donutí je to sledovat, co se děje. Navíc jim učitelka na aktualitách ukazuje, jak vystupovat, co by měl jejich výstup obsahovat. Každý žák musí přednést 3 aktuality, měli by se lišit zaměřením. Po přednesu každého žáka třída hodnotí, jestli žák vybral vhodné aktuality (jestli nemluvil například jenom o aktualitách ve sportu apod.) a jak se jim líbil projev přednášejícího žáka. Líbí se mi, že vyučující takto pracuje na projevu žáků. Na druhou stranu mi připadá, že to zabere až příliš času. Veškeré aktivity, které učitelka naplánuje totiž pak nikdy nestihne, a tak aktivitu, která například zabere 25 minut v hodině ani nestihne, protože se protáhly aktivity. Každá hodina občanské výchovy se řídí podle učebnice. Je dobré, že žáci vidí a co bude následovat. Opět si myslím, že to má i tu špatnou stranu, a to ve chvíli, kdy se vyučující řídí učebnicí až příliš. Připadá mi zbytečné si nahlas předčítat z učebnice o bezpečnosti. Sama bych využila tyto části učebnice například pro práci s textem. Při náslechu hodin v 6. třídě byl název tématu hodiny bezpečnost. Učitelka jim vypráví příběhy, které se skutečně staly a s tím dále pracuje. Příběhy rozebírají a následně vymýšlí aktivitu ve skupinách. Práci sice začnou ale nestihnou ji dokončit, protože jim na to nezbyl čas. Učitelka s žáky nejen v této hodině skvěle pracuje, střídá aktivity. Díky času na začátku hodiny stráví nad aktualitami není žádná aktivita dotažena do konce v té dané hodině.
421	101	občanská výchova a výchova ke zdraví	5	2	2	2	2	-1	3	2	Během jednoho týdne moje provázející učitelka občanské výchovy onemocněla. Díky tomu jsem viděla jednu hodinu občanské výchovy zastupovanou jiným učitelem občanské výchovy. Učitel sám nevěděl, co má s žáky v hodině dělat. A proto celou hodinu rozebírali aktuality. Učitel se rozpovídal a celá hodina tak uběhla velmi rychle a žáci se celou hodinu bavili a smáli se, protože učitel byl velmi vtipný. Následující týden třídu učila moje provázející učitelka, a když se s žáky bavila co si z hodiny odnesli tak řekli, že jenom to, že byl přijat článek 11 a 13. Další hodiny, kdy byla provázející učitelka nemocná jsem odučila sama. Jediná nevýhoda byla, že zde nebyl přítomný žádný učitel občanské výchovy, tudíž jsem neměla na hodiny žádnou zpětnou vazbu. Učitelé, kteří se mnou na hodinách byli mi řekli jenom pár slov k tomu, jak pracovat s žáky, protože žáky ve třídě sami znali. Jedna z těchto hodin byla také hodina o úvodu do hospodářství. S provázející učitelkou jsem si volala a ona mi nadiktovala několik pojmů, které by chtěla, abych s žáky probrala. Jelikož se jednalo o pojmy: trh, nabídka, poptávka atd., které žákům základní školy nejsou příliš blízké, snažila jsem se jim toto téma co nejvíce přiblížit. Hodina se mi nakonec nepodařila tak, jak jsem si představovala. Žáci na mě ale reagovali, že tématu rozumí, čímž jsem si moc jistá nebyla. Následující hodinu učila opět moje provázející učitelka a já byla mile překvapena, že žáci si zapamatovali vše, co jsem s nimi probírali. Byli schopni popsat rozdíl pojmů ekonomie a ekonomika, popsat základy tržního hospodářství – nabídku, poptávku. Dokonce sami mluvili o konkurenci a monopolu, což byli pojmy, o kterých jsme se bavili až na konci hodiny a ani jsme si o nich nestihli zapsat nic do sešitu. Tato hodina mě potěšila, jelikož jsem opravdu měla pocit, že se mi hodina nepodařila a žáci si z ní nic nezapamatovali, a přitom si žáci z hodiny pamatovali vše důležité a pamatovali si to i bez toho, aniž by se dívali do sešitu. Jelikož je provázející učitelka na škole zároveň i metodikem prevence, absolvovala jsem návštěvu besedy o šikaně a kyberšikaně. Besedu vedl mjr. JUDr. Jaromír Badin z pražské kriminálky. Před účastí na této besedě si učitelka s žáky v hodině povídala o šikaně a o tom, co od této besedy očekávají, co čekají že se dozví. Několik žáků bylo otrávených, protože údajně na besedy o šikaně chodí každý rok. Což svědčí o tom, že na škole se prevence proti šikaně vede velmi dobře. Během besedy jako takové žáci už znudění nebyli, jelikož přednášející do svého výstupu zahrnul mnoho příběhů, které se opravdu stali během jeho služeb u policie. Po této besedě, následuje i zhodnocení, co si žáci z této besedy odnáší v další hodině občanské výchovy. Tuto hodinu mám následující týden vést já sama.
422	102	anglický jazyk	1	1	1	1	1	1	1	1	Na praxi ve třetí třídě, kterou tvoří děti převážně s řečovými obtížemi, ale také děti s kombinací poruch, mě prozatím zaujal nejvíce chlapec, kterému bylo diagnostikováno také ADHD. Možná více než samotný chlapec mě zaujala jeho asistentka. (Má praxe je realizována na základní škole logopedické.) Od třídní učitelky jsem se dozvěděla, že se jedná o asistentku pro celou třídu, přestože asistentka tráví veškerou výuku s chlapcem ve společné lavici. Naivně jsem si myslela, že asistentka se chlapci věnuje každou hodinu individuálně, pracuje s ním na změnách, nastavili si např. nějaká pravidla zejména v chování, že asistentka spolupracuje s třídní učitelkou na případných individuálních cvičeních či práci k udržení chlapcovy pozornosti. Opak je pravdou. Tak takhle by podle mě práce asistenta vypadat neměla. Je to vlastně ukázkový příklad toho, jak to nedělat. Arogantní přístup spolu s povrchní mluvou střídá v hodinách naprostá ignorace a ťukání do telefonu. Okřikování typu „Uklidni se, laskavě, jo, nebo půjdeš za dveře!“ „Já na tebe nemám náladu, udělej si to, jak chceš!“ apod. je na denním pořádku. K mému překvapení se nad tímto přístupem nepozastavila ani třídní učitelka. Nejsem si jistá, zda jí přístup asistentky nepřijde jakkoliv špatný nebo si na něj už zvykla. Začala jsem hodně přemýšlet nad smyslem asistentů tohoto typu ve třídách. K čemu tam vlastně je? Myslela jsem, že asistenti jsou ve třídách, aby byli nápomocní jak učitelům, tak i žákům. Předpokládala jsem, že asistentka s žákem pracuje, aby nebyl vyčleňován z kolektivu, pracuje s ním na udržení jeho pozornosti, vztahu k výuce samotné, a zejména na tom, aby v hodinách pracoval. Nevím, co si o tom myslet, jsem z toho docela i zklamaná… Pár asistentů jsem už potkala, s některými spolupracovala i v rámci praxe, nějakým záhadným způsobem jsem narazila vždy na zapálené nadšence. Nebo jsem snad, a v to opravdu doufám, narazila spíš na jednoho z mála asistentů, který si neuvědomuje důležitost své práce. Paní asistentka mi leží nejen v hlavě ale i v žaludku už pár dní.
423	102	anglický jazyk	2	1	1	1	1	1	1	1	Nějaký čas zpátky jsem si vzpomněla na výměnný pobyt, který realizovalo mé gymnázium ve spolupráci s německými základními školami. Přihlásila jsem se jako dobrovolník a nabídla ubytování pro dva studenty. O pár týdnů později k nám přijely dvě žákyně asi 7/8. třídy. Doslova mě překvapilo, jak plynule anglicky obě žákyně mluvily. Čekala jsem, že komunikace bude, jak se říká, rukama nohama. Na to, že jsem byla o čtyři roky starší, jsem jim docela záviděla. Měly bohatší slovní zásobu, byly sebejisté v gramatice a vytvoření věty jim zabralo chviličku, a to bez sebemenšího zaváhání. Důvod, proč o nich píšu je ten, že mě na praxích zaráží úroveň jazyků u žáků 7/8. tříd. Vždy, když mám náslech v hodinách AJ, přemýšlím nad tím, jaká byla moje úroveň jazyka na základní škole. Jestli jsem na tom byla lépe nebo hůře. Jak je možné, že ty německé žákyně ovládaly jazyk na mnohem vyšší úrovni než je ta, se kterou se setkávám na praxích? Je to jiným přístupem k výuce jazyků? Zajímá je AJ na tolik, že ve svém volném čase jí věnují čas? Během náslechových hodin jsem zjistila, že pro žáky 7. a 8. tříd nemá smysl vymýšlet nějakou složitější aktivitu, jelikož by jí stejně nepochopili. Nechci je podceňovat, ale když vidím, jaké učivo probírají a zejména jakým tempem pracují, nic jiného mi nezbývá. Možná je to moje nezkušenost, že nevím, kolik se toho s nimi dá stihnout za hodinu, jak rychle pochopí gramatickým jevům, zda se slovíčka učí drilem a já nevím, co ještě by je mohlo v tomto směru ovlivnit. Nebo je to nedostatkem AJ v hodinách? Pravdou je, že učitel té angličtiny podle mě moc v hodině nevyužije. Všechno jim opakuje česky, instrukce podává česky, aby měl jistotu, že žáci všemu porozumí. Nevede to ale k jejich „jazykové“ lenosti? Vím, že na škole mají také hodiny s rodilým mluvčím, který sice česky rozumí, umí, ale před žáky se tváří, jakoby angličtina byla jedinou možností. Což je samozřejmě nutí mluvit anglicky. Pravdou ale je, že v hodinách se žáci spíše straní, nejsou moc aktivní, a pokud mají možnost se ptát na jakékoliv otázky, jakékoliv téma, MLČÍ! Já byla vděčná za 2 minutové povídání si s ním na chodbě! Tahle situace mě donutila přemýšlet nad tím, jakým způsobem bych chtěla vést své hodiny (pokud teda budu učit). Chtěla bych své budoucí žáky „donutit“ využívat angličtinu co nejvíce. A proto mě napadla myšlenka stanovení pravidla – mluvíme pouze anglicky. Česky se bude mluvit pouze v případě nejvyšší potřeby. I kdyby mi žáci měli sdělit to, co potřebují, rukama nohama, věřím, že to pro ně bude přínosnější, než odběhnout do jejich komfortní zóny mateřského, potažmo českého, jazyka. Chtěla bych na té myšlence ještě více zapracovat, vyhodnotit si klady a zápory, a zjistit, jak ji ještě více vylepšit. Spousta článků a různých knih tvrdí, že dětské mozky jsou nejpružnější (nebo tak něco) a mají neuvěřitelnou kapacitu na učení se novým věcem, tak proč toho nevyužít pro věc, která se brzy stane u žáků vyžadovanou. Jsme na začátku 21. Století a angličtina představuje „nástroj“ potřebný v každodenním životě člověka a nemyslím si, že by se to v následujících letech mělo změnit.
424	102	anglický jazyk	3	1	1	1	1	1	1	1	Juchuuu – poslední reflektivní deník! Nicméně vrátím se zpět k praxi. Minulý týden jsem šla opět na náslechy, jelikož mě čekají už jen dva dny praxe a oba dva dny budu učit a aby toho nebylo málo tak dokonce mít i hospitaci, no a chtěla jsem načerpat nějakou inspiraci. Podívat se, jak to ten učitel s těmi žáky dělá, víc se na to soustředit, na ty jednotlivý aktivity a tak. Jsem totiž čím dál víc nervózní. Asi to bude tím, že se to čím dál víc blíží. Nevím, z čeho jsem teda nervózní, všichni říkají, že je to v pohodě. Já to taky vím, už jsem učila malé třeťačky, ale přece. No a co čert nechtěl místo inspirace a náslechů u svého provázejícího učitele, jsem se stala takovým malým kontrolérem na praxi jiného studenta. Konkrétně nějakého Thomase z Hong Kongu. To jako vážně? Jo, vážně. Na jednu stranu mi to pomohlo nahlédnout na hodiny jiného studenta a musím říct, že tu první vyučovací hodinu měl fakt perfektně zmáklou, až jsem dostala „bobany“, že ta moje výuka bude strašnej propadák. Ale ta jedna hodina by mi stačila. Jenže my jsme pokračovali na druhou, která dopadla jako absolutní propadák. Provázející učitel to dokonce komentoval asi nějak takhle: „A tady vidíte ten obrovský rozdíl v přípravách. Na první hodině si dal záležet, ale zjistil, že mu to zabralo takový 4 hodiny, no a tak se na tu druhou vyprd!“ Dokonce jsem to následně byla já, kdo dával zpětnou vazbu. Říkám si, že pořád se učíme učit, tak je to v pohodě, ale jsem zrovna ten typ, který když už něco dělá, tak to chce udělat dobře. A o to větší strach teď mám, že se mi to nepovede, bude to blbý, a já nevím co… Každopádně jak jsem už psala výš, na jednu stranu je to přínosný. Vím, že na děcka je potřeba fakt jednoduchý jazyk – a tak nějak konečně vím, co si pod tím přestavit. Vím, že je potřeba čekat na jejich odpověď a nebýt hrrr hrr hrrr, chci tu odpověď do dvou vteřin, a když ji nemám, tak to řeknu za vás. A taky jsem si mohla vidět hodinu, ve které se nestřídají různé aktivity k nastartování těch hlaviček, ale je to spíš uspávaná, nuda a jedinou zábavou je učitel (a jeho trapasy). Můj provázející učitel si hodiny nechystá. Ne nijak extra. Vždy má lístečky v učebnici s tím, co dělal s minulou třídou a jen vyměňuje jednotlivé aktivity. Občas to trošku pozmění, ale všechno za pochodu. Když vím, že mi jedna hodina zabere cca 2-3 hodinky přípravy, docela slušně mě to odrazuje. Nechci ale být ta nudná učitelka, co bude dělat v pracáku, aby si rodiče nestěžovali, že to platí, tak ať to děcka používají – viz poslední seminář, to jednu moji půlku fakt pobavilo a druhou rozplakalo. Prvotně jsem byla hrozně naštvaná, když jsem zjistila, že budu koukat na hodiny jinýho studenta, ale abych to shrnula, musím napsat, že nakonec jsem přece jen své prvotní dojmy musela přehodnotit a brát celou situaci s nadhledem, což mi nakonec pomohlo vidět i určité benefity, které z toho pro mě vznikly. Čímž bych chtěla jakože říct, že fakt má všechno dvě mince a i když je občas těžký se k tomu donutit nebo si něco přiznat, tak je fajn podívat se na věci s odstupem i jinýho pohledu. Díky za to, že jste mě četli, nicméně doufám, že to bylo naposledy! Hahahah!!
425	102	speciální pedagogika a hudební výchova	4	1	1	1	1	1	1	1	Zase nám začaly praxe a já nevím, kam dřív skočit. Práce, škola, praxe, práce, škola, praxe. Nekonečný kolotoč. Snažím se stihnout od každého něco, ale ve skutečnosti nestíhám vůbec nic. V práci nestíhám udělat vše, co je třeba a vedení mi to dává samozřejmě najevo. Ve škole absolutně nestíhám, vzhledem ke všem těm šíleným úkolům, schovaným pod hlavičkou “continuous assessments”, což ve skutečnosti znamená spousta zbytečné práce, která nevypovídá o tom, co umíme, co jsme se naučili, připravenost na výuku ve školách atd. No a pak je tady praxe, kterou máme vykonávat 1x týdně, ideálně 6 hodin v nějaké škole. Já už jsem k těm praxím skeptická, jinak si to nedokážu vysvětlit. ještě ani nezačaly a už bylo všechno špatně. Šmankote ať už je třeťák a praxi máme souvislou!!! Doposud jsem asi nepochopila, jak mi mají náslechy a možnost učit ve třídě, kterou vidím asi potřetí v životě, zlepšit mé “učitelské” schopnosti. Jak mám s těmi dětmi pracovat, když o nich nic nevím? Permanentně se cítím jako cizinec, narušitel… Musím ale říct, že moje provázející učitelka angličtiny nevypadá tak špatně. Je v pohodě, dává mi možnosti se vyjádřit k hodinám, na cokoliv se zeptat a je otevřená všemu, co mě do hodin napadne. Na specce to tak veselé není… Speciální pedagožka je fakt super baba, jako člověk je skvělá! Bere svou práci jako zábavu, poslání i tvrdou dřinu. Od každého něco, tak ,aby to bylo pěkně vyvážené. Horší je to s tou mojí praxí. Já jsem si myslela, že na té praxi uvidím praxi… zatím jsem ji jen slyšela zpoza rohu skříně, za kterou sedím, aby ona mohla individuálně pracovat s dítětem. Super, ale já bych tu individuální práci jako budoucí speciální pedagog taky ráda viděla. Halooo?! A jo, super!, mám si zahrát s klučinou Dobble. No, takhle jsem si tu praxi úplně nepředstavovala. Vlastně bych si ji obecně představovala úplně jinak. Ideálně jakou souvislou praxi ve škole. Abych měla možnosti podívat se na tu opravdovou práci učitele, ne jen to, co mi dovolí vidět ze dveří, když jim oznamuji, že jsem přišla. Dál mě totiž nikdo nepustí…. Chtěla bych, abychom se s učiteli dali do řeči, aby nám ukázali, jak jejich práce ve výuce navazuje, poznali žáky a byli si ve svých botách o maličko více jistější. Bylo by Pamatuju si, když mi první den praxe ještě v podzimním semestru řekla sama paní zástupkyni “Ty Vaše praxe jsou stejně na prd, choďte si sem jak Vám to bude vyhovovat, ať vidíte, jak ty hodiny navazují a něco z toho máte. Jeden den ve škole je Vám k ničemu.” Já tehdy byla hodně překvapená, ale brzy jsem zjistila, že měla paní zástupkyně pravdu. A možná proto mi ty praxe nevyhovují, nebaví mě. Možná si je jenom sama škaredím. A možná taky všechno dohromady. Ale abych zase nebyla jen negativní, musím říct, že mi praxe doposud pomohla si uvědomit, že 1. stupeň ZŠ je místo pro mě a 2. stupni bych se raději měla prozatím vyhnout. Teď mě čeká výuka angličtiny u žáků 3., 4., 5. a 6. třídy. Jsem zvědavá, jak se mi to povede. Mám pro ně přichystanou spoustu aktivit. Třeba bude praxe zase o něco veselejší. :)
426	102	speciální pedagogika a hudební výchova	5	1	1	1	1	1	1	1	Tak jsem si konečně vyzkoušela výuku! Anglického jazyka i vedení individuální výuku v rámci speciální pedagogiky. A musím říct, že to byla paráda! Samozřejmě, že mezery a nedostatky se najdou vždy, já se ale rozhodla, že se zaměřím pro začátek na to pozitivní. Do hodiny angličtiny jsem si připravila deskovou hru na gramatický jev – budoucí čas pomocí slovesa will. Měla jsem z toho trochu strach, protože v předchozích zkušenostech se mi úplně nedařilo naladit se s žáky na stejnou vlnu a ani mé aktivity na začátky hodin nevycházely podle plánu. Hodně jsem přemýšlela, čím jsem ty žáky namotivovala. Přesto, že se jednalo o trošku „problémovější“ skupinu žáků, spolupracovali na výbornou a dokonce při aktivitě opravdu mluvili anglicky! Někomu se to může zdát jako samozřejmost, nicméně angličtináři ví, že donutit žáky, aby při aktivitě mluvili je někdy náročnější. K mému údivu jsem vlastně zjistila, že jsem nevyužila nic konkrétního. Přišla jsem do výuky přátelsky naladěná a slíbila jim deskovou hru, u které budou trochu procvičovat. Jejich zájem byl patrný hned od začátku. A zejména kluci mě překvapili svými větami a nápady. Tohle je ono, tohle je to, co vždycky člověka nakopne k tomu, aby pokračoval. Individuální výuka byla trošičku jiná. Jednak jsem byla tzv. „hozena do vody a plav“, nicméně efekt to mělo. Při zpětné vazbě jsem se mě provázející učitelka ptala, zda mám nějaké konkrétní zkušenosti s menšími dětmi (vedla jsem výuku žáka 3. třídy) a když zjistila, že ve své podstatě mám zkušenosti pouze s dětmi předškolního věku, byla trošku překvapená. Ale v dobrém slova smyslu. Věci, na kterých musím zapracovat nejsou nijak zásadní, jedná se spíše o detailnější části výuky. A hlavně jsem si vyzkoušela i své vlastní pomůcky, které jsem vyráběla. To, že jsem si koupila domů nekvalitní kolíky na prádlo je jedna věc (používali jsme kolíky k aktivitě a polovina se jich polámala, achjo), důležité bylo, že se hra líbila i žákům. Vyzkoušela jsem si hru adaptovat na rozdílný věk i poruchy a byla jsem příjemně překvapená, jak nám to šlo. Jsme opravdu s praxí spokojená. Stanové cíle praxe se mi podařilo naplnit již v předstihu, a tak je můžu rozšiřovat, věnovat dostatečnou pozornost náplni práce učitele nejen při výuce. I to, že dostávám skvělou zpětnou vazbu na obou základních školách je takové trochu štěstí. Na předchozí praxi se mi ho příliš nedostávalo. Musím se přiznat, že trošičku lituji své skepse na začátku praxí. Myslím si, ale že to tak často bývá, člověk se něčeho bojí, nebo neví, co má čekat a tak si to nevědomky sám znechucuje. Je pro mě ale přínosem, že praxe mi tentokrát opravdu víc dává než „bere“. Nicméně už se nemůžu dočkat souvislé praxe! Protože to se teprve ukáže, zda jdeme tím správný směrem.
427	103	matematika	1	1	1	1	1	1	1	1	V očích veřejnosti je práce učitele někdy chápána jako nenáročná profese – 2 měsíce prázdnin, chození po výletech a divadlech atd. Praxe mi však ukázala, že tomu tak není. Tuto profesi bych vykonávala ráda, ale po nahlédnutí do reálné výuky začínám přemýšlet o tom, zda povolání zvládnu. Učitel by měl především učit a zároveň vychovávat děti. Avšak v současné době je velmi obtížné obě dvě věci skloubit. Ve výuce se kolikrát řeší spíše výchovné záležitosti a na vzdělávání je pak méně času. Myslím si, že výchova dětí by měla být především věcí rodičů. Potom by zůstal větší prostor pro samotnou výuku. Na začátku vyučovací hodiny matematiky (v 9. třídě) po příchodu paní učitelky stála téměř polovina třídy – žáci se chtěli omluvit, že nesplnili domácí úkol. V tu chvíli mi přišlo, že je to docela dost lidí, kteří úkol zapomněli a že to snad ani není možné, ale na druhou stranu bylo zase fajn, že se paní učitelce přiznali. Nedokážu si představit, jak bych měla správně reagovat v takové situaci – možná bych jim dala jednou tolik příkladů do příští hodiny, aby si zapamatovali, že se mají do školy připravovat. Vzhledem k tomu, že paní učitelka neměla zpětnou vazbu, zda žáci pochopili dané učivo na základě domácího úkolu, začala v lavicích vyvolávat právě tyto žáky. Líbilo se mi, že nenechala domácí úkoly bez povšimnutí a na konci vyučovací hodiny se k nim vrátila. Žákům řekla, že je dostávají z důvodu, aby si látku procvičili a vůbec jí nevadí, když příklady vypočítají špatně. Myslím si, že je třeba úkoly plnit, neboť jde především o to, aby se na to doma podívali a zjistili čemu nerozumí. Ale pokud ho neudělají vůbec nebo jej opíší ve škole od spolužáků, pak úkol postrádá smysl a podvádí jen sami sebe. V další vyučovací hodině probíhalo zkoušení u tabule. Jeden z vyvolaných žáků dostal dva příklady na řešení rovnic o jedné neznámé. Tentýž příklad počítali i všichni ve třídě. Paní učitelka je upozornila, aby si příklad počítali sami, že na tabuli to nemusí být vždy správně. Žák, který byl u tabule až u ověřovací zkoušky zjistil, že mu to nevychází. Paní učitelka ho schválně na jeho chybu neupozornila a dala mu možnost, aby si chybu našel sám. Pokud se mu to podaří, nebude ohodnocen o stupeň horší známkou. Žák chybu našel a opravil. Po zkoušení se paní učitelka zeptala žáka i jeho spolužáků, jakou známku by si zasloužil. Líbilo se mi, jakým způsobem přistoupila k závěrečnému hodnocení. Nechala objektivně posoudit nejen samotného žáka u tabule, ale zajímal jí i názor ostatních spolužáků. Myslím si, že je důležité, aby žák měl možnost sám sebe ohodnotit. Rozvíjí to jeho sebereflektující schopnosti, neboť má možnost zamyslet se nad svým výkonem. Řekla bych, že zkoušení u tabule může být pro některé žáky stresující záležitost. Hraje zde roli příliš mnoho faktorů: výstup před celou třídou, strach a pochybnosti nad tím, zda počítá příklad správně, špatná orientace na velké tabuli ve srovnání se sešitem, tréma. I pro mě tohle zkoušení patří k těm méně příjemným a jsem velmi nervózní. Je to totiž úplně něco jiného, než když si příklad můžu vypočítat v klidu v lavici.
